Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",25,0.27,4,"['noticed', 'clear', 'gender', 'inequality', 'within', 'sport', 'program', 'time', 'university', 'take', 'action']",1,0,0,0,0,0,0,1,0
Athletics and sports," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",17,2.75,1,"['university', 'need', 'ensure', 'title', 'ix', 'compliance', 'provide', 'equal', 'opportunity', 'athlete', 'regardless', 'gender']",1,0,0,0,0,0,0,1,0
Athletics and sports, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,18,1.03,1,"['limited', 'access', 'athletic', 'facility', 'make', 'challenging', 'train', 'effectively', 'reach', 'goal']",1,0,0,0,0,0,0,1,0
Athletics and sports, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,18,2.41,1,"['athletic', 'eligibility', 'requirement', 'take', 'account', 'unique', 'circumstance', 'athlete', 'unfair']",1,0,0,0,0,0,0,1,0
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",25,1.61,4,"['university', 'need', 'invest', 'better', 'medical', 'resource', 'athlete', 'current', 'option', 'insufficient']",1,0,0,0,0,0,0,1,0
Athletics and sports, The sports team culture needs to be more inclusive and welcoming to all members.,24,2.6,2,"['sport', 'team', 'culture', 'need', 'inclusive', 'welcoming', 'member']",1,0,0,0,0,0,0,1,0
Athletics and sports, I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,26,3.75,3,"['experienced', 'gender', 'inequality', 'within', 'sport', 'program', 'feel', 'significant', 'issue', 'need', 'addressed']",1,0,0,0,0,0,0,1,0
Athletics and sports, The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,18,3.35,4,"['university', 'need', 'take', 'step', 'ensure', 'title', 'ix', 'compliance', 'create', 'level', 'playing', 'field', 'athlete']",1,0,0,0,0,0,0,1,0
Athletics and sports,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,22,2.0,2,"['feel', 'frustrated', 'limited', 'access', 'athletic', 'facility', 'campus', 'hard', 'stay', 'active', 'healthy', 'even', 'use', 'gym', 'want']",1,0,0,0,0,0,0,1,0
Athletics and sports,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,24,1.75,3,"['athletic', 'eligibility', 'requirement', 'sport', 'team', 'strict', 'unfair', 'student', 'participate', 'meet', 'certain', 'criterion']",1,0,0,0,0,0,0,1,0
Athletics and sports,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,21,1.62,5,"['concerned', 'injury', 'happen', 'sport', 'game', 'practice', 'university', 'need', 'prioritize', 'health', 'safety', 'athlete']",1,0,0,0,0,0,0,1,0
Athletics and sports,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,18,1.16,2,"['noticed', 'sport', 'team', 'culture', 'campus', 'exclusive', 'elitist', 'make', 'hard', 'newcomer', 'feel', 'welcome']",1,0,0,0,0,0,0,1,0
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,24,2.69,3,"['gender', 'inequality', 'sport', 'serious', 'issue', 'need', 'addressed', 'woman', 'sport', 'team', 'given', 'opportunity', 'resource', 'men', 'team']",1,0,0,0,0,0,0,1,0
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",17,3.36,4,"['disappointed', 'lack', 'support', 'student', 'athlete', 'hard', 'balance', 'sport', 'academic', 'resource', 'need', 'provided', 'help', 'athlete', 'succeed']",1,0,0,0,0,0,0,1,0
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,22,3.77,5,"['title', 'ix', 'compliance', 'university', 'sport', 'program', 'concerning', 'important', 'make', 'sure', 'student', 'treated', 'fairly', 'given', 'equal', 'opportunity']",1,0,0,0,0,0,0,1,0
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,24,0.27,1,"['frustrating', 'limited', 'option', 'sport', 'athletics', 'program', 'campus', 'variety', 'would', 'appreciated']",1,0,0,0,0,0,0,1,0
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,27,1.2,5,"['concerned', 'lack', 'diversity', 'sport', 'team', 'important', 'student', 'feel', 'represented', 'included']",1,0,0,0,0,0,0,1,0
Athletics and sports, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,18,1.16,3,"['athletic', 'facility', 'often', 'overcrowded', 'difficult', 'access', 'make', 'hard', 'stay', 'motivated', 'exercise', 'stay', 'active']",1,0,0,0,0,0,0,1,0
Athletics and sports, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,17,0.53,4,"['athletic', 'eligibility', 'requirement', 'confusing', 'hard', 'navigate', 'university', 'provide', 'clearer', 'guideline', 'resource', 'help', 'student', 'understand', 'process']",1,0,0,0,0,0,0,1,0
Athletics and sports, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,22,0.47,1,"['university', 'need', 'prioritize', 'health', 'wellbeing', 'student', 'athlete', 'includes', 'providing', 'adequate', 'medical', 'resource', 'support']",1,0,0,0,0,0,0,1,0
Athletics and sports, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,22,2.68,2,"['sport', 'team', 'culture', 'campus', 'toxic', 'harmful', 'important', 'university', 'promote', 'positive', 'inclusive', 'environment']",1,0,0,0,0,0,0,0,1
Athletics and sports, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,26,1.05,2,"['gender', 'inequality', 'sport', 'unacceptable', 'university', 'need', 'support', 'empower', 'woman', 'athlete']",1,0,0,0,0,0,0,0,1
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18,0.2,1,"['disappointing', 'limited', 'opportunity', 'student', 'interested', 'traditional', 'sport', 'alternative', 'option', 'would', 'appreciated']",1,0,0,0,0,0,0,0,1
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22,0.7,2,"['lack', 'resource', 'student', 'athlete', 'frustrating', 'hard', 'succeed', 'sport', 'academic', 'without', 'proper', 'support']",1,0,0,0,0,0,0,0,1
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22,3.45,3,"['university', 'need', 'make', 'sure', 'sport', 'program', 'compliant', 'title', 'ix', 'regulation', 'discrimination', 'tolerated']",1,0,0,0,0,0,0,0,1
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",23,3.88,3,"['athletic', 'facility', 'accessible', 'student', 'regardless', 'major', 'athletic', 'eligibility', 'everyone', 'opportunity', 'stay', 'active', 'healthy']",1,0,0,0,0,0,0,0,1
Athletics and sports, I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,16,1.58,1,"['concerned', 'lack', 'diversity', 'among', 'coach', 'staff', 'sport', 'team', 'important', 'student', 'role', 'model', 'mentor', 'look', 'like']",1,0,0,0,0,0,0,0,1
Athletics and sports, Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,26,0.33,5,"['sport', 'related', 'injury', 'long', 'lasting', 'effect', 'student', 'health', 'wellbeing', 'important', 'university', 'take', 'preventative', 'measure', 'prioritize', 'safety']",1,0,0,0,0,0,0,0,1
Athletics and sports, The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,23,0.29,3,"['athletic', 'eligibility', 'requirement', 'unfair', 'student', 'opportunity', 'others', 'university', 'take', 'socioeconomic', 'factor', 'account', 'evaluating', 'eligibility']",1,0,0,0,0,0,0,0,1
Athletics and sports," The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",19,2.99,5,"['sport', 'team', 'culture', 'exclusive', 'cliquey', 'making', 'hard', 'new', 'student', 'feel', 'included', 'important', 'university', 'foster', 'welcoming', 'supportive', 'environment']",1,0,0,0,0,0,0,0,1
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",18,3.95,1,"['gender', 'inequality', 'sport', 'pervasive', 'issue', 'affect', 'student', 'athlete', 'university', 'promote', 'gender', 'equity', 'empowerment']",1,0,0,0,0,0,0,0,1
Athletics and sports, The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,17,3.7,5,"['lack', 'option', 'sport', 'athletics', 'program', 'campus', 'disappointing', 'variety', 'would', 'help', 'student', 'find', 'activity', 'enjoy', 'feel', 'passionate']",1,0,0,0,0,0,0,0,1
Athletics and sports, Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,24,1.6,5,"['student', 'athlete', 'often', 'face', 'unique', 'challenge', 'come', 'balancing', 'sport', 'academic', 'university', 'need', 'provide', 'support', 'resource', 'help', 'succeed']",1,0,0,0,0,0,0,0,1
Athletics and sports,I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,19,3.57,5,"['frustrated', 'limited', 'access', 'athletic', 'facility', 'campus', 'difficult', 'find', 'time', 'gym', 'field', 'overcrowded']",1,0,0,0,0,0,0,0,1
Athletics and sports,The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,24,1.24,5,"['athletic', 'eligibility', 'requirement', 'strict', 'exclusionary', 'feel', 'like', 'select', 'student', 'able', 'participate', 'sport']",1,0,0,0,0,0,0,0,1
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,25,1.12,5,"['concerned', 'lack', 'attention', 'given', 'injury', 'sport', 'related', 'medical', 'concern', 'feel', 'like', 'student', 'athlete', 'given', 'adequate', 'support']",1,0,0,0,0,0,0,0,1
